company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
XCAAS AND AI SOLUTION CONSULTING LTD,15658937,Active,Private limited company,,,2024-04-18,,,61900 62020 62090 70229,"C/O Rus & Co, 1192 Stratford Road Hall Green Birmingham B28 8AB United Kingdom"
SIMPLIFY AI LTD,15661259,Active,Private limited company,,,2024-04-19,,,62012 62020,34 Milbourne Lane Esher KT10 9EA England
ALEP AI LTD,14803779,Active,Private limited company,,,2023-04-15,,,62012,44 Westfield Bruton BA10 0BT England
CONTENT STREAM AI LTD,14807512,Active,Private limited company,,,2023-04-17,,,63120,20-22 Wenlock Road London N1 7GU England
JITTERS AI LIMITED,15598502,Active,Private limited company,,,2024-03-27,,,59111,32 Aldren Road London SW17 0JT England
KASHI AI LTD,15599663,Active,Private limited company,,,2024-03-28,,,58290,Flat 17 92 Wilton Road London SW1V 1DW England
SENSE4FIT TECHFIT AI LIMITED,15602517,Active,Private limited company,,,2024-03-29,,,96090,Third Floor 207 Regent Street London W1B 3HH England
DIVAA AI LABS LTD,15603133,Active,Private limited company,,,2024-03-29,,,62012 62090 63990,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
AI SYSTEMS DYNAMICS LTD,15608109,Active,Private limited company,,,2024-04-02,,,62012,124 City  Road London EC1V 2NX United Kingdom
NEXA AI LIMITED,15619679,Active,Private limited company,,,2024-04-05,,,62020,122 Kingsbrook Road Manchester M16 8NT England
VENTE AI LTD,15621102,Active,Private limited company,,,2024-04-06,,,62012,"32 - 38 Leman St Vente Ai, Techspace, Antler London E1 8EW England"
IRTIQA AI LTD,15624332,Active,Private limited company,,,2024-04-07,,,62012,"Flat G10, 20 Palace Street London SW1E 5BA England"
AI INVESTMENT PROJECTS LTD,15625008,Active,Private limited company,,,2024-04-07,,,41100 41202 43390 98000,186 Main Street Stonnall Walsall WS9 9EB England
MARS AI SOLUTIONS LTD,15625616,Active,Private limited company,,,2024-04-08,,,58290 62020 73110,128 City Road London EC1V 2NX United Kingdom
DEVBLINK AI LTD,15629056,Active,Private limited company,,,2024-04-09,,,62012 62020 62090 63110,128 City Road London EC1V 2NX United Kingdom
NEOX CYBERSECURITY AI SYSTEMS LTD,15640875,Active,Private limited company,,,2024-04-12,,,58290 62020,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
MINDWARE AI LTD,15641322,Active,Private limited company,,,2024-04-13,,,62012 62020,The Coach House Filching Manor Filching Polegate BN26 5QA England
MULTIPLE AI LTD,15643020,Active,Private limited company,,,2024-04-13,,,63990,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
EFFORTLESS AI INC. LTD,15645565,Active,Private limited company,,,2024-04-14,,,62012 62090 63110,85 Great Portland Street First Floor London W1W 7LT England
AI ULTRA LTD,15648514,Active,Private limited company,,,2024-04-15,,,62020 62090,1 The Interchange 5 Nelson Street Latitude Building Bradford BD1 5AX England
NIMBUS AI TECHNOLOGIES LTD,15655874,Active,Private limited company,,,2024-04-17,,,70229,"Flat 3, 1 Collingham Road London SW5 0NT England"
ORN-AI LIMITED,15656966,Active,Private limited company,,,2024-04-18,,,85590 85600,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
GROUNDTRUTH AI LTD,15401275,Active,Private limited company,,,2024-01-09,,,62012 62020,134 Olney Road London SE17 3HR England
ELEVATE AI LIMITED,15411943,Active,Private limited company,,,2024-01-15,,,62012 62020,128 City Road London EC1V 2NX United Kingdom
QUIST AI LTD,15411978,Active,Private limited company,,,2024-01-15,,,62012 62020,Quist Ai 124 City Road London EC1V 2NX United Kingdom
YAZ AI LIMITED,15416667,Active,Private limited company,,,2024-01-16,,,62090 63990 72110 74909,"Suite 2 Cedar Court, Grove Buisness Park White Waltham Maidenhead SL6 3LW United Kingdom"
PRECISION AI LIMITED,15418269,Active,Private limited company,,,2024-01-16,,,62012,Apartment 8 The Dumont 27 Albert Embankment London SE1 7AP England
MAIA AI LTD,15418515,Active,Private limited company,,,2024-01-16,,,62012 62020,86-90 Paul Street London EC2A 4NE England
BRON AI LIMITED,15441993,Active,Private limited company,,,2024-01-25,,,62090,147 Hoole Lane Chester CH2 3EQ United Kingdom
SPACE AI TECHNOLOGY UK LTD,15446027,Active,Private limited company,,,2024-01-26,,,46510 58210 62012 62020,23 Witts Hill Southampton SO18 4QE England
NINE AI LIMITED,15464222,Active,Private limited company,,,2024-02-04,,,62012,Edington Manor Broadway Edington Bridgwater TA7 9JL England
ARTVEST AI LIMITED,15535449,Active,Private limited company,,,2024-03-01,,,62012,10 Rose And Crown Yard King Street London SW1Y 6RE United Kingdom
SUPER HOT AI LTD,15536161,Active,Private limited company,,,2024-03-02,,,73110,20 Wenlock Road London N1 7GU England
TALENT ROUTE AI LTD,NI711143,Active,Private limited company,,,2024-03-04,,,62020,62 Tullybloom House Tullyhubbert Road Ballygowan Newtownards BT23 6LY Northern Ireland
INNOVATE AI LABS LTD,15538701,Active,Private limited company,,,2024-03-04,,,71122,4 Danescroft Avenue London NW4 2NE England
ANAS AI LTD,15539099,Active,Private limited company,,,2024-03-04,,,59120,32 Tavistock Street London WC2E 7PB England
PERSONALISATION AI LTD,15539272,Active,Private limited company,,,2024-03-04,,,62020,Unit 2 Invicta Park Sandpit Road Dartford DA1 5BU United Kingdom
AI DATA INSIGHTS LIMITED,15541324,Active,Private limited company,,,2024-03-05,,,62020,2 Clay Hill Milton Keynes MK8 8BE England
DIGITAL BONDS AI LTD,15541974,Active,Private limited company,,,2024-03-05,,,62012 62090,"Suite 4384 Unit 3a,34-35 Hatton Garden Holborn London EC1N 8DX United Kingdom"
EMILYN AI LTD,15542689,Active,Private limited company,,,2024-03-06,,,62012,124 City  Road London EC1V 2NX United Kingdom
AI SOLUTIONS ENGINEER LTD,15545132,Active,Private limited company,,,2024-03-06,,,62020,43 Cassini Drive Swindon SN25 2JX United Kingdom
AI SAFETY WORLDWIDE LTD,15547207,Active,Private limited company,,,2024-03-07,,,85590,"Unit 13, Lychett House Wareham Road Poole BH16 6FA United Kingdom"
COMPARE AI TECH LTD,15547878,Active,Private limited company,,,2024-03-08,,,63120,128 City Road London EC1V 2NX United Kingdom
HACKNEY AI LTD,15549162,Active,Private limited company,,,2024-03-08,,,62012,25 Manilla Road Bristol BS8 4EB England
LYMBIC AI LTD,15549214,Active,Private limited company,,,2024-03-08,,,63110 72110 80100,Apartment 11 Orchard Building 25 Pear Tree Street London EC1V 3AP England
CUSP AI LIMITED,15549537,Active,Private limited company,,,2024-03-09,,,74909,4 Station Square C/O Mishcon De Reya Llp Cambridge CB1 2GE United Kingdom
BELLA AI LTD,15548787,Active,Private limited company,,,2024-03-08,,,58290,Parker House 44 Stafford Road Wallington SM6 9AA United Kingdom
AUTENTIK AI LTD,15563143,Active,Private limited company,,,2024-03-14,,,62090 85600 96040,"Office 1.01, 411 Oxford Street London W1C 2PE United Kingdom"
AI LOGISTICS SOLUTIONS LTD,15579981,Active,Private limited company,,,2024-03-20,,,23430 96090,10 Exhall Close Redditch B98 9HY England
ORANOS AI LTD,15580024,Active,Private limited company,,,2024-03-20,,,63120,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
AI COMMONS C.I.C.,15581988,Active,Private limited company,Community Interest Company (CIC),,2024-03-21,,,88990,67 Eastover Road High Littleton Bristol BS39 6HZ England
RAFFIA TECH AI LTD,15583997,Active,Private limited company,,,2024-03-22,,,62020 63110,9 Avondale Street Leeds LS13 4DE England
NEXGEN AI EXPERTS LIMITED,15584143,Active,Private limited company,,,2024-03-22,,,62012,Apartment 2506 8 Walworth Road London SE1 6EH England
BIG WAVE STUDIOS AI LTD,SC804736,Active,Private limited company,,,2024-03-27,,,62011 62012,23/2 Mitchell Street Edinburgh EH6 7BD Scotland
FILM AI LIMITED,15296048,Active,Private limited company,,,2023-11-20,,,74203,St Andrews St Andrews 24 Well Street London W1T 3PJ United Kingdom
NOVA AI PROMOTIONS LTD,15314093,Active,Private limited company,,,2023-11-28,,,85600,Hillcrest Cottage Granville Road Weybridge KT13 0QL England
AI TRADE CAPITAL LTD,15314494,Active,Private limited company,,,2023-11-28,,,64205 64921 66110 70221,120 Baker Street London W1U 6TU England
PERSPEKTIV AI LTD,15319658,Active,Private limited company,,,2023-11-30,,,62012,1c Brailsford Road London SW2 2TB England
DON AI LIMITED,15334582,Active,Private limited company,,,2023-12-08,,,62012,169 Piccadilly London W1J 9EH United Kingdom
AI WEBDESIGN LIMITED,14798798,Active,Private limited company,,,2023-04-13,,,63110 63120 63990 74100,16 Churchill Way Cardiff CF10 2DX Wales
GRANTS AI LTD,14866173,Active,Private limited company,,,2023-05-12,,,62012,Engine Shed Approach Road Temple Meads Bristol BS1 6QH England
KNOWBOTICS AI LTD,15735864,Active,Private limited company,,,2024-05-22,,,71129,"3rd Floor, 86-90 Paul Street London EC2A 4NE United Kingdom"
JJ AI TECHNOLOGIES LTD,15737329,Active,Private limited company,,,2024-05-23,,,62012,33 Benfield Way Portslade Brighton BN41 2DN England
WOREUM AI ART GLOBAL LIMITED,15736608,Active,Private limited company,,,2024-05-23,,,66300 90030,71-75 Shelton Street Covent Garden WC2H 9JQ United Kingdom
FRONTRUNNER AI LTD,15418086,Active,Private limited company,,,2024-01-16,,,62020,"Apt 1509, The Stage Hewett Street London EC2A 3NL England"
CARE CONNECTION AI LTD,15078650,Active,Private limited company,,,2023-08-17,,,78300,13 Hessle Road Hull HU3 2AA United Kingdom
POWERED BY AI LTD,15736282,Active,Private limited company,,,2024-05-23,,,59132 62012 62090 63120,"Dept 5638, 601 International House 223 Regent Street London W1B 2QD United Kingdom"
ARCBOTIC AI TRADING LIMITED,15736519,Active,Private limited company,,,2024-05-23,,,66300,First Floor Flat 90 Whytecliffe Road North Purley CR8 2AR England
INAUGURAL AI LIMITED,15255549,Active,Private limited company,,,2023-11-02,,,70229,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
AI BLOCKCHAIN LIMITED,14957855,Dissolved,Private limited company,,2024-06-04,2023-06-24,,,62020,Apartment 616 5 Alexia Square London E14 9EU England
BOOSTIFY AI LIMITED,15739193,Active,Private limited company,,,2024-05-24,,,47990,"Altitude Point Serviced Apartments, Apartment Lg21-2 71 Alie St London E1 8NF United Kingdom"
ADVANCED CHAT AI PRO LIMITED,15739771,Active,Private limited company,,,2024-05-24,,,58290,73 Lyall Mews West London SW1X 8DP England
SMART MONEY AI LTD,15207088,Active,Private limited company,,,2023-10-12,,,62012 66190,10 Trafalgar Close Ipswich IP4 5NS England
AI WEALTH 365 LIMITED,15740876,Active,Private limited company,,,2024-05-25,,,62020 63990 74909,100 High Street London N14 6BN United Kingdom
CYGNUS-AI BUSINESS SOLUTIONS LTD,14791676,Active,Private limited company,,,2023-04-11,,,62020,3 Connolly Road Northampton NN5 6GL England
ASSIGN AI LIMITED,15749286,Active,Private limited company,,,2024-05-29,,,73120,20 Alick Horsnell View Springfield Chelmsford CM1 6DQ England
NOVEL AI LTD,SC762994,Dissolved,Private limited company,,2024-06-04,2023-03-20,,,58290,11 Foxglove Grove Cambuslang Glasgow G72 6AE Scotland
CODENAME AI LTD,15321723,Active,Private limited company,,,2023-12-01,,,62012 62020 62090,"Amspray Business Centre Suite 15 Worcester Road Kidderminster DY10 1HY "
EARCAM AI LTD,14842371,Active,Private limited company,,,2023-05-03,,,62012,63-66 Hatton Garden London EC1N 8LE England
EPISODE 1 RAFT AI SPV LLP,OC447435,Active,Limited liability partnership,,,2023-05-22,,," ",Censeo House 6 Peters Street St Albans AL1 3LF United Kingdom
AI FANS LTD,14791634,Active,Private limited company,,,2023-04-11,,,56103,111 Hill Rise Greenford UB6 8PE United Kingdom
SHORTKUT AI LTD,15725983,Active,Private limited company,,,2024-05-17,,,58290 63120,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
ETERRA AI LTD,14853668,Active,Private limited company,,,2023-05-08,,,62012 62090,85 Great Portland Street London W1W 7LT England
AI VALLEY LTD,15750296,Active,Private limited company,,,2024-05-30,,,77400,19 Dunwich Close Ipswich IP3 9WF England
INTELLIAM AI PLC,14992634,Active,Public limited company,,,2023-07-10,,,62012,53 North House 8 Caxton Way Dinnington Sheffield S25 3QE United Kingdom
CAN AI LTD,15789594,Active,Private limited company,,,2024-06-19,,,71122,36 North End Sedgefield Stockton-On-Tees TS21 3BT England
HORIZON SCAN AI LIMITED,15738179,Active,Private limited company,,,2024-05-24,,,70229,2 Hunting Place Hounslow TW5 0NR England
BIG-C CREATIVE AI LTD,15421350,Active,Private limited company,,,2024-01-17,,,62012,3 Weekley Wood Close Kettering NN14 1UQ United Kingdom
CETI AI HOLDINGS LTD,15791218,Active,Private limited company,,,2024-06-20,,,62020 63110,128 City Road London EC1V 2NX United Kingdom
FUSE AI LTD,14944605,Active,Private limited company,,,2023-06-19,,,62012,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
ENCRYPTIX AI LTD,15791433,Active,Private limited company,,,2024-06-20,,,62012,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
MESSENGAGE AI LTD,15773575,Active,Private limited company,,,2024-06-12,,,62020,81 Saltwell Street London E14 0DY England
HUNCH AI LIMITED,15773909,Active,Private limited company,,,2024-06-12,,,62090,25a Holly Grove London SE15 5DF England
LUKI AI LTD,14902386,Active,Private limited company,,,2023-05-30,,,62020,3rd Floor 86-90 Paul Street London EC2A 4NE England
SUBGEN AI LIMITED,15374966,Active,Private limited company,,,2023-12-29,,,74909,100 Avebury Boulevard Milton Keynes MK9 1FH United Kingdom
FOOTBALL AI RESEARCH LTD,15791999,Active,Private limited company,,,2024-06-21,,,62011,Flat 6 11 Queen's Gate Gardens London SW7 5LY United Kingdom
ELDRICK AI LIMITED,15792259,Active,Private limited company,,,2024-06-21,,,62090,Brunel House Archers Court Huntingdon PE29 6XG England
STORY SPARK AI LIMITED,14952858,Active,Private limited company,,,2023-06-22,,,62090,"5a, Charlesworth House 48 Stanhope Gardens London SW7 5RD England"
MISTRAL AI UK LTD,14894136,Active,Private limited company,,,2023-05-25,,,63110,11 Old Jewry 8th Floor London EC2R 8DU England
JUSTIFIED AI LTD,14941707,Active,Private limited company,,,2023-06-16,,,62020,18 St. Marys Close Horsham St. Faith Norwich NR10 3HP England
TEST BOT AI LTD,15792303,Active,Private limited company,,,2024-06-21,,,62020,54 Wood Street Lytham St. Annes FY8 1QG England
CROSSMOORE AI LIMITED,15793460,Active,Private limited company,,,2024-06-21,,,58290 62012 62090,128 City Road London EC1V 2NX United Kingdom
ALVISS AI LIMITED,15794227,Active,Private limited company,,,2024-06-22,,,62012,124 City Road London EC1V 2NX United Kingdom
QUINTX AI LTD,15798323,Active,Private limited company,,,2024-06-24,,,62012 62020,"3rd Floor, 86-90 Paul Street London EC2A 4NE United Kingdom"
RESOLUTE AI LTD,14934415,Active,Private limited company,,,2023-06-14,,,62012 62020 62090 63110,Thatcham House (Suite 4) Turners Drive Thatcham RG19 4QD United Kingdom
LEEROO AI LTD,15776011,Active,Private limited company,,,2024-06-13,,,62012 62090,"126 East Ferry Road, Canary Wharf Docklands London E14 9FP United Kingdom"
RESEARCH AI LIMITED,15775975,Active,Private limited company,,,2024-06-13,,,62012 73200,17 Padelford Lane Stanmore HA7 4WU United Kingdom
AI MARKETING BOT LTD,14673116,Active,Private limited company,,,2023-02-18,,,62012 71122,Unit 2 Hadfield House Gordon Street Stockport SK4 1RR United Kingdom
FOX AI LIMITED,14891034,Active,Private limited company,,,2023-05-24,,,71121 71122 71200,Bucehayes Farm Cotleigh Honiton EX14 9JA United Kingdom
INSIGHTFUL AI CIC,14881326,Active,Private limited by guarantee without share capital,Community Interest Company (CIC),,2023-05-19,,,70229 82302 85600,86-90 3rd Floor 86 -90 Paul Street London EC2A 4NE England
TEACHING AI LTD,14918540,Active,Private limited company,,,2023-06-06,,,62012,20 Auckland Road Doncaster DN2 4AG England
AI INTEGRATE LTD,15782543,Active,Private limited company,,,2024-06-16,,,62020,Grove House Albert Road Bulphan Upminster RM14 3SB England
GROWK AI LIMITED,15783232,Active,Private limited company,,,2024-06-16,,,58290,Unit 82a James Carter Road Mildenhall Bury St. Edmunds IP28 7DE England
APEX AI SOLUTIONS LIMITED,15772285,Active,Private limited company,,,2024-06-11,,,82200,128 City Road London EC1V 2NX United Kingdom
JINORA AI LTD,SC813556,Active,Private limited company,,,2024-06-13,,,62012,5 South Charlotte Street Edinburgh EH2 4AN Scotland
AI TRADING GROUP LTD,15779119,Active,Private limited company,,,2024-06-14,,,62012 62090,Flat 2 20 The Square Stonehouse Plymouth PL1 3JX United Kingdom
IRIS AI LTD,15780402,Active,Private limited company,,,2024-06-15,,,58290,39c Barton Road London W14 9HB United Kingdom
EVS AI LIMITED,15782265,Active,Private limited company,,,2024-06-16,,,62012 62020,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
AI PARTNERS GLOBAL LIMITED,14905386,Active,Private limited company,,,2023-05-31,,,64209 70229,4th Floor 3 More London Riverside London SE1 2AQ United Kingdom
AI DIAGNOSTICS LTD,15770362,Active,Private limited company,,,2024-06-10,,,45200,7 Horace Close Shortstown Bedford MK42 0GA England
SHOTHIK AI LTD,14864390,Active,Private limited company,,,2023-05-12,,,58290 62011 62012 62090,"2nd Floor College House 17 King Edwards Road, Ruislip, HA4 7AE United Kingdom"
NOVUM AI LIMITED,14788599,Active,Private limited company,,,2023-04-10,,,62020 62090,Flat 7 14 South Albert Road Liverpool L17 8TN England
AI STORY LIMITED,14935692,Active,Private limited company,,,2023-06-14,,,62090,Flat 8 Triangle Court 315 Camberwell New Road London SE5 0AT England
AI DESIGNWORKS LTD,SC813831,Active,Private limited company,,,2024-06-17,,,74100,Unit 1a Downs Way Industrial Estate Heathhall Dumfries DG1 3RS United Kingdom
AI SURVEYORS LTD,14902943,Active,Private limited company,,,2023-05-30,,,74902,16 Mortlake Drive Mitcham CR4 3RQ England
TWO MOONS AI LIMITED,14577236,Active,Private limited company,,,2023-01-08,,,47910 90030,59 Stockland Street Cardiff CF11 7LX Wales
AI CIRCLE HOLDCO LIMITED,14934943,Active,Private limited company,,,2023-06-14,,,64209,29 Farm Street London W1J 5RL United Kingdom
AI CIRCLE HOLDCO 2 LIMITED,14935036,Active,Private limited company,,,2023-06-14,,,64209,29 Farm Street London W1J 5RL United Kingdom
AI CIRCLE BIDCO LIMITED,14935268,Active,Private limited company,,,2023-06-14,,,64209,29 Farm Street London W1J 5RL United Kingdom
FRONTIER AI LTD,15801722,Active,Private limited company,,,2024-06-25,,,62012,6th Floor One London Wall London EC2Y 5EB United Kingdom
LATENTSPACE AI LTD,15004463,Active,Private limited company,,,2023-07-14,,,62012,3rd Floor 1 Ashley Road Altrincham WA14 2DT United Kingdom
VANGUARD AI TECHNOLOGIES LTD,15845073,Active,Private limited company,,,2024-07-17,,,62012,4th Floor Office 205 Regent Street London W1B 4HB England
AI COMPLIANCE CONSULTING LIMITED,NI694331,Dissolved,Private limited company,,2024-07-23,2023-02-07,,,70221 70229,4 Donegall Walk North Whitehead Carrickfergus BT38 9PJ Northern Ireland
AI TECHNOLOGY WORLD LTD,15754818,Active,Private limited company,,,2024-06-01,,,62020,14 Windermere Road London N19 5SG England
AI PRECISION ENGINEERING LIMITED,14966056,Active,Private limited company,,,2023-06-27,,,25730,Unit 15d Highgate Farm Over Road Willingham CB24 5EU United Kingdom
AI ELITE GROUP LTD,SC817285,Active,Private limited company,,,2024-07-23,,,70229,0/2 66 Main Street Uddingston Glasgow G71 7LR Scotland
EPIOME AI LTD,15854435,Active,Private limited company,,,2024-07-23,,,72110 72190,124-128 City Road London EC1V 2NX England
FIT FUSION AI LTD,15855461,Active,Private limited company,,,2024-07-24,,,62020 62090,2 Nutter Lane London E11 2HY England
IV MARKETING AI LIMITED,15863494,Active,Private limited company,,,2024-07-29,,,62020,61 Woodland Court Dyke Road Avenue Hove BN3 6DQ England
FROST AI LTD,15865166,Active,Private limited company,,,2024-07-30,,,73110,"3rd Floor, 86-90 Paul Street London EC2A 4NE United Kingdom"
MOR AI LTD,NI717976,Active,Private limited company,,,2024-07-05,,,63120,87 Shaftesbury Road Bangor BT20 3GB Northern Ireland
PERSONALIZED CONTENT AI LTD,SC815701,Active,Private limited company,,,2024-07-06,,,62012 62090 63990 73110,15 Balderston Gardens Edinburgh EH16 5TE Scotland
COMMENCE AI LIMITED,14927477,Active,Private limited company,,,2023-06-09,,,62090,9 Vermont Place Tongwell Milton Keynes MK15 8JA England
CENTRUS AI LTD,15822500,Active,Private limited company,,,2024-07-05,,,62012,10-12 Mulberry Green Harlow CM17 0ET England
AI MERCH LIMITED,14975340,Active,Private limited company,,,2023-07-03,,,47910,468a Long Lane London N2 8JL England
SYNTHAX AI LTD,14974231,Active,Private limited company,,,2023-07-03,,,58290 62012,63 St. Wilfrids Road Doncaster DN4 6AD United Kingdom
AI SAFETY LABS LTD,15838254,Active,Private limited company,,,2024-07-15,,,62020,128 City Road London EC1V 2NX United Kingdom
LEVEL UP AI LIMITED,14971284,Active,Private limited company,,,2023-06-30,,,85590,Stafford Education & Enterprise Park Weston Road Stafford ST18 0BF England
VELOCITY AI LTD,14649383,Dissolved,Private limited company,,2024-07-16,2023-02-08,,,62012,"63-66 Hatton Garden 63-66 Hatton Garden, Fifth Floor, Suite 23 London EC1N 8LE England"
MED AI SOLUTIONS LTD,15782133,Active,Private limited company,,,2024-06-16,,,47749,"Compass House Vision Park, Chivers Way Histon Cambridge CB24 9AD England"
PRO PHOTO AI LIMITED,14883190,Dissolved,Private limited company,,2024-07-16,2023-05-21,,,63120 74202 74209,3a Nappers Wood Fernhurst Haslemere GU27 3NZ England
MINDWAVES AI LTD.,14644966,Dissolved,Private limited company,,2024-07-16,2023-02-07,,,73120,128 City Road London EC1V 2NX United Kingdom
CLEVER SOLUTION AI LTD,15867769,Active,Private limited company,,,2024-07-31,,,62020,"3rd Floor, 86-90 Paul Street London EC2A 4NE United Kingdom"
AI TECH LAB LIMITED,15000558,Active,Private limited company,,,2023-07-13,,,47410 47910 62012 62020,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
MEDIPROSPECTS AI ( LONDON) LIMITED,15866914,Active,Private limited company,,,2024-07-30,,,62012 62090 72190,5-7 High Street London E13 0AD England
AI GRIPPED LTD,15865767,Active,Private limited company,,,2024-07-30,,,85590,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
BRUNEL AI LTD,15866417,Active,Private limited company,,,2024-07-30,,,62012 62020,Level The Deck 8-14 Meard Street London W1F 0EQ United Kingdom
SPARK IOT AI LTD,15012299,Active,Private limited company,,,2023-07-19,,,26511 26512 46190 62090,16 Rydal Close Tyldesley Manchester M29 7EQ England
CAT AI LIMITED,15824540,Active,Private limited company,,,2024-07-08,,,62011 62012 62020 63120,"7 Copperfield Road, Coventry West Midlands, England CV2 4AQ United Kingdom"
AVENTUR AI LTD,15264110,Active,Private limited company,,,2023-11-06,,,62012,The Broadgate Tower 20 Primrose Street London EC2A 2EW United Kingdom
THE HOUSE OF AI LTD,15826535,Active,Private limited company,,,2024-07-08,,,62012,124-128 City Road London EC1V 2NX England
PLANET AI LTD,15826748,Active,Private limited company,,,2024-07-09,,,58190 59112 62090 63990,128 City Road London EC1V 2NX United Kingdom
MAVEN AI LIMITED,14947039,Active,Private limited company,,,2023-06-20,,,62090,Bridge Mills Stramongate Kendal LA9 4UB United Kingdom
POWERFUL AI LTD,14780795,Active,Private limited company,,,2023-04-04,,,63110 70229,Flat 17 Connaught House Connaught Gardens London N10 3LH United Kingdom
THINKINBOX AI LTD,15826258,Active,Private limited company,,,2024-07-08,,,62020,17 Mount Pleasant Place London SE18 1BW England
PROTOSTEM-AI LIMITED,15868359,Active,Private limited company,,,2024-07-31,,,74909,173 College Road Liverpool L23 3AT England
AGENCIO AI LTD,14986970,Active,Private limited company,,,2023-07-07,,,62090,5 Chiltern Business Centre Woodside Road Amersham HP6 6AA England
AI EASI LIMITED,15868452,Active,Private limited company,,,2024-07-31,,,62020,International House 14 King Street Leeds LS1 2HL United Kingdom
AI PLUS LTD,14962318,Active,Private limited company,,,2023-06-26,,,21100 43999 62020,69 Staverton Road London NW2 5HA United Kingdom
INSIGN AI LTD,15870767,Active,Private limited company,,,2024-08-01,,,74300,26 Domum Road Portsmouth PO2 0QZ England
EAGLE VIEW AI LIMITED,15053303,Active,Private limited company,,,2023-08-07,,,78109 82990,51 New London Road Chelmsford CM2 0ND England
SINAIA AI LTD,15875493,Active,Private limited company,,,2024-08-03,,,94110,Nautica House 92 Waters Meeting Road Bolton BL1 8SW England
ESHMUN AI LIMITED,15877496,Active,Private limited company,,,2024-08-05,,,58290 62012,"2nd Floor College House 17 King Edwards Road, Ruislip, HA4 7AE United Kingdom"
CIBUS AI LTD,15873165,Active,Private limited company,,,2024-08-02,,,47410 62012,19 Moorton Avenue Manchester M19 2NQ England
VERA AI LIMITED,15873668,Active,Private limited company,,,2024-08-03,,,62090,Apartment 513 Tayleur Apartments Waterman Walk Salford M50 3AQ England
PONDEROSA AI LIMITED,15023874,Active,Private limited company,,,2023-07-24,,,62012,11 Clover Close Oxford OX2 9JH England
SPARK AI LIMITED,14980387,Active,Private limited company,,,2023-07-04,,,62090,One Canada Square 39th Floor London E14 5AB England
VISION AI SERVICES LIMITED,15799108,Active,Private limited company,,,2024-06-24,,,62020 71121,8 Edgefield Avenue Barking IG11 9JN England
MERIT AI LTD,15515045,Active,Private limited company,,,2024-02-22,,,62090,3space Canterbury Crescent London SW9 7QE England
AI INVESTMENTS CORP LTD,15723247,Active,Private limited company,,,2024-05-15,,,70221,"15723247 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
AI SPECIES PRODUCTIONS LTD,15015956,Active,Private limited company,,,2023-07-20,,,59111 59120 78101,58 Tyne Crescent Bedford MK41 7UL England
AI TRADINGVIEW LTD,15879880,Active,Private limited company,,,2024-08-06,,,62012,20 Wenlock Road London N1 7GU England
GREENTH AI LTD,15879351,Active,Private limited company,,,2024-08-06,,,62020,6 Elgin Gardens Newcastle Upon Tyne NE6 4EJ United Kingdom
BRAINBOOST AI LIMITED,15723699,Active,Private limited company,,,2024-05-16,,,62012 63110,1 Bray Place London SW3 3LL England
SYNOPSIS AI LIMITED,15878096,Active,Private limited company,,,2024-08-05,,,62012,Pear Tree Cottage The Common Cranleigh GU6 8QA England
AI BOT SOLUTIONS LTD,15879553,Active,Private limited company,,,2024-08-06,,,62020 62090,128 City Road London EC1V 2NX United Kingdom
STRETCH AI LTD,15879684,Active,Private limited company,,,2024-08-06,,,62012 62020 63120,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
FEAZIBLE AI LTD,15880884,Active,Private limited company,,,2024-08-06,,,58290,4 Asquith Close Dagenham RM8 1TZ United Kingdom
AI LEGAL SOLUTIONS LIMITED,SC813967,Active,Private limited company,,,2024-06-18,,,62012,272 Bath Street Glasgow G2 4JR Scotland
AI FOR ACCOUNTANTS LIMITED,14610000,Dissolved,Private limited company,,2024-06-25,2023-01-23,,,47910 62012 72200,107 Nield Road Hayes UB3 1SQ England
MORPHIQ AI LTD,14934166,Active,Private limited company,,,2023-06-13,,,62012,33 Thomas Crouch Drive Abingdon OX14 2DN United Kingdom
UNIVERSAL AI LIMITED,15786559,Active,Private limited company,,,2024-06-18,,,62012,Apartment 53 874 Wilmslow Road Manchester M20 5AB England
DUBBE AI LTD,14784211,Dissolved,Private limited company,,2024-06-25,2023-04-06,,,74300,"Hatton Garden 63/66 Hatton Garden Fifth Floor, Suite 23 London EC1N 8LE United Kingdom"
